Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2000-03-05,292.7,294.5,287.75,288.5
2000-03-12,288.5,293.8,287.5,289
2000-03-19,289.85,291.8,283.1,284.6
2000-03-26,283.87,291.4,283.7,285
2000-04-02,285,289.2,275,278.9
2000-04-09,278.75,288.1,276.2,280.2
2000-04-16,280.6,286.5,279.3,282.6
2000-04-23,283.9,285,279.25,280
2000-04-30,280,280.9,273.05,273.35
2000-05-07,275.25,282.45,272.35,278.95
2000-05-14,278.95,278.95,275.65,276.15
2000-05-21,276.35,277.2,272.25,274.25
2000-05-28,274.1,276.9,269.45,272.4
2000-06-04,272.7,281.95,271.9,281.15
2000-06-11,281.05,290.85,279.05,283.85
2000-06-18,283.75,294.12,283.25,289.25
2000-06-25,289.15,289.35,282.7,283.15
2000-07-02,283.15,293.1,282.1,290.1
2000-07-09,288.95,289.88,281.95,283.65
2000-07-16,283.75,285.25,279.75,281.4
2000-07-23,280.45,284.15,277.85,280.35
2000-07-30,280.25,281.55,277.85,278.4
2000-08-06,278.4,279.05,272.2,273.25
2000-08-13,272.85,275.45,271.3,275.15
2000-08-20,274.75,278.75,274.05,276.65
2000-08-27,276.7,276.95,270.5,274.25
2000-09-03,274,278.75,272.6,276.75
2000-09-10,276.85,277.85,271.55,273.05
2000-09-17,272.95,275.65,270.95,272.55
2000-09-24,272.55,275.85,268.65,272.15
2000-10-01,272.45,279.55,272.05,274.25
2000-10-08,273.95,274.75,268.85,269.65
2000-10-15,269.95,277.65,268.7,272.65
2000-10-22,272.45,275.45,269.55,271.55
2000-10-29,271.35,272.35,264.4,265.35
2000-11-05,264.85,266.85,263.45,265.2
2000-11-12,265.5,267.05,263.26,264.75
2000-11-19,264.75,268.35,263.95,265.8
2000-11-26,266.25,267.65,265.65,265.95
2000-12-03,265.75,273.25,265.75,269.8
2000-12-10,270.98,275.88,270.05,272.75
2000-12-17,272.75,273.15,268.1,270.95
2000-12-24,270.75,275.08,269.15,273.95
2000-12-31,273.55,276.15,271.2,272.25
2001-01-07,273.15,273.55,266.55,268.15
2001-01-14,268.35,269.95,263.55,264.32
2001-01-21,264.35,266.65,262.6,264.75
2001-01-28,264.75,269.1,262.15,263.05
2001-02-04,263.35,268.95,263.05,267.55
2001-02-11,267.45,267.55,259.25,260.65
2001-02-18,260.65,262.95,253.85,258.95
2001-02-25,258.85,261.55,256.15,261.55
2001-03-04,261.55,269.75,261.55,262.85
2001-03-11,262.8,272.58,259.9,272.38
2001-03-18,272.25,275.35,258.45,258.75
2001-03-25,259.35,264.15,258.75,262.45
2001-04-01,262.35,263.25,257.25,257.95
2001-04-08,258.05,260.85,254.7,260.05
2001-04-15,260.05,261.25,256.45,259.25
2001-04-22,259.25,265.55,258.55,264.65
2001-04-29,264.15,267.15,261.85,263.65
2001-05-06,264.05,267.55,263.15,266.15
2001-05-13,266.1,270.8,264.75,268.05
2001-05-20,268.05,288.05,266.3,287.55
2001-05-27,285.5,297.75,275.35,277.65
2001-06-03,277.65,278.55,264.95,267.05
2001-06-10,266.75,274.75,264.95,273.75
2001-06-17,273.25,277.15,266.75,271.55
2001-06-24,271.25,275.95,271.05,272.65
2001-07-01,272.85,279.25,267.85,270.85
2001-07-08,270.85,270.95,264.55,266.25
2001-07-15,266.45,269.85,265.55,267.35
2001-07-22,267.2,271.85,266.75,270.05
2001-07-29,269.95,270.35,264.85,267.55
2001-08-05,267.85,269.25,264.95,268.55
2001-08-12,268.5,277.05,266.25,274.55
2001-08-19,273.75,281.15,273.75,279.25
2001-08-26,279.25,279.55,271.95,272.85
2001-09-02,273.05,276.15,270.55,274.45
2001-09-09,274.45,274.75,271.25,273.15
2001-09-16,273.25,291,270.95,285.55
2001-09-23,286.8,295,285.85,291.45
2001-09-30,290.75,294.15,287,293.2
2001-10-07,292.25,293.2,288.6,290.95
2001-10-14,291,293.95,280.3,284.45
2001-10-21,284.45,285.85,277.65,279.65
2001-10-28,279.65,279.75,274.45,277.35
2001-11-04,277.35,281.65,277.15,279.95
2001-11-11,279.95,281.35,276.35,277.45
2001-11-18,277.45,282.25,273.85,274.85
2001-11-25,274.85,274.95,272.15,272.9
2001-12-02,273.05,276.15,272.45,274.4
2001-12-09,274.4,278.25,273.65,274.55
2001-12-16,274.55,279.45,271.65,278.45
2001-12-23,277.6,281.25,275.35,278.15
2001-12-30,278.15,280.75,276.05,276.55
2002-01-06,276.15,280.25,276.15,278.95
2002-01-13,278.85,289.55,277.65,287.55
2002-01-20,286.95,289.75,282.95,283.55
2002-01-27,283.55,284.05,277.75,279.45
2002-02-03,279.7,287.45,277.65,286.25
2002-02-10,285.5,307.75,285.35,303.75
2002-02-17,303.75,304.05,295.6,297.85
2002-02-24,298.75,298.75,290,292.75
2002-03-03,293,299.85,290.85,298.15
2002-03-10,297.85,300.05,287.95,289.75
2002-03-17,289.6,294.9,289.25,290.05
2002-03-24,290.05,297.88,290,297.75
2002-03-31,297.65,304.77,295.85,302.5
2002-04-07,302.5,306.85,298.25,300.05
2002-04-14,300.1,303.45,297.15,302.15
2002-04-21,302.15,306.25,297.65,302.35
2002-04-28,302.35,311.95,301.85,311.35
2002-05-05,311,313.45,306.65,311.95
2002-05-12,311.75,313.95,307.95,311.05
2002-05-19,310.85,312.15,306.45,311.05
2002-05-26,310.85,323.35,310.35,320.55
2002-06-02,320.55,329.5,320.05,326.55
2002-06-09,326.55,330.55,320.25,323.95
2002-06-16,324.6,326.35,315.95,322.1
2002-06-23,322.2,324.05,317.4,322.7
2002-06-30,322.9,329.3,315.05,318.5
2002-07-07,318.5,318.5,309.5,311.3
2002-07-14,311.5,321.75,310.2,316.7
2002-07-21,316.9,325,314.15,322.9
2002-07-28,323.3,328,301.75,304.95
2002-08-04,305.75,306.95,296.6,305.55
2002-08-11,305.85,315.05,305.85,312.95
2002-08-18,312.95,320.7,309.6,314.2
2002-08-25,314.5,316.55,303.2,305.95
2002-09-01,306.85,314.5,306.25,312.8
2002-09-08,313.2,320.65,310.35,319.25
2002-09-15,319.65,325.2,313.4,318.85
2002-09-22,319.05,324.4,312.9,322.3
2002-09-29,322.6,328.5,317.7,320.05
2002-10-06,320.35,324.7,317.05,320.3
2002-10-13,321,322.25,316.25,316.85
2002-10-20,317.75,320.05,308.65,312.75
2002-10-27,313.65,315.2,309,311.75
2002-11-03,312.45,322.65,312.45,319.85
2002-11-10,320.75,323.3,316.35,321.7
2002-11-17,321.8,330.6,316.1,318.5
2002-11-24,319.4,321.3,313.35,317.7
2002-12-01,318.4,320.75,316.45,319.05
2002-12-08,319.45,328.65,314.55,325.75
2002-12-15,326.45,334.7,321,332.2
2002-12-22,332.7,347.5,328.45,341.6
2002-12-29,341.8,351.1,340.6,349.3
2003-01-05,349.5,352.25,336.35,344.5
2003-01-12,344.7,354.95,340.9,353
2003-01-19,353.3,358.9,344.9,357
2003-01-26,357.3,367.8,349.75,366
2003-02-02,367,375.75,361.95,367.5
2003-02-09,367.5,389.5,367.5,373.25
2003-02-16,373.25,379.45,347.4,354.25
2003-02-23,354.85,355.5,340.75,352.3
2003-03-02,352.5,364.7,342.7,347.65
2003-03-09,348.35,358.55,341.45,350.75
2003-03-16,351.35,355.9,330.5,335.5
2003-03-23,335.8,347.1,333.2,333.5
2003-03-30,333.6,337.5,328.75,330.75
2003-04-06,330.85,336.05,321.4,323.8
2003-04-13,324,325.4,316.9,324.8
2003-04-20,324.9,328.1,321,327
2003-04-27,327.3,337,327.3,333.25
2003-05-04,333.55,343.2,327.35,340.5
2003-05-11,341.4,348.5,339.25,347.9
2003-05-18,348.5,357.05,348.5,355
2003-05-25,355.3,374,352,370.5
2003-06-01,370.6,377.15,354.6,361.4
2003-06-08,361.5,367.75,355.6,363
2003-06-15,363.9,366.95,347.8,353.05
2003-06-22,353.35,364.65,353,358
2003-06-29,358,360.2,343.15,345.5
2003-07-06,345.5,352.9,344.2,351.3
2003-07-13,351.6,351.6,340.9,343.7
2003-07-20,344,355.45,339,344.35
2003-07-27,344.55,364.7,344.55,363
2003-08-03,363.9,366,351.35,352.35
2003-08-10,353.15,354.85,344.7,353.95
2003-08-17,354.25,369,352.15,364.5
2003-08-24,364.7,367.35,354,358.75
2003-08-31,359.45,377.8,354.5,375.6
2003-09-07,376.1,378.55,367.5,376.35
2003-09-14,377.25,384.4,371.25,378.25
2003-09-21,378.75,381.6,372.5,379.75
2003-09-28,380.25,400.9,380.25,391.85
2003-10-05,392.75,401.6,379.95,383.95
2003-10-12,384.55,384.55,368.3,370.35
2003-10-19,371.15,375.9,364.75,370.5
2003-10-26,371.4,388.35,369.7,384.6
2003-11-02,385.4,397.8,376.1,384.6
2003-11-09,385.2,391.8,374.15,381
2003-11-16,381.4,399.6,379.4,395.35
2003-11-23,395.45,404.5,387.4,393.85
2003-11-30,394.35,402.1,386.9,398.1
2003-12-07,398.7,404,392.85,402
2003-12-14,402.8,413.6,401.9,406.6
2003-12-21,407.4,412.5,399.95,408.75
2003-12-28,409.55,411.8,407.6,409.6
2004-01-04,410.5,419.55,410.5,415.2
2004-01-11,416.1,433.15,411.05,422.8
2004-01-18,422.8,429.3,409,410.3
2004-01-25,411.1,415.25,403.85,411.4
2004-02-01,411.4,421.15,397.8,401.3
2004-02-08,402.1,405.9,388.85,396.4
2004-02-15,397,419.3,397,412.1
2004-02-22,413.1,419.55,404.65,408.25
2004-02-29,409.25,410.85,390.55,395.05
2004-03-07,395.65,403.9,386.05,399.25
2004-03-14,399.25,406.5,397.55,400.75
2004-03-21,401.25,413.85,396.7,412
2004-03-28,412.1,423.3,411.05,421.5
2004-04-04,422.4,434.2,417.7,426.1
2004-04-11,427.1,427.1,413.85,419.5
2004-04-18,420.3,420.3,394,400.85
2004-04-25,401.15,406.7,389.3,394.5
2004-05-02,395.2,402.1,379.9,388.5
2004-05-09,389.1,399.1,385.5,386.85
2004-05-16,387.45,388.8,368.4,376.5
2004-05-23,377.5,387.7,376.4,385.3
2004-05-30,385.9,394,382.5,393.6
2004-06-06,394.2,401.8,382.15,388.3
2004-06-13,388.6,396.25,382.55,384.85
2004-06-20,385.75,396.3,380.85,395.1
2004-06-27,395.3,402.2,391.9,401.5
2004-07-04,401.7,408.6,391.65,397.75
2004-07-11,397.85,407.2,390.5,406.5
2004-07-18,406.8,406.95,399.4,403.15
2004-07-25,403.25,407.75,389.75,392.85
2004-08-01,393.25,395.05,383.05,387.3
2004-08-08,387.8,400.9,385.4,399
2004-08-15,399.8,400.6,391.1,396.75
2004-08-22,397.65,403.7,394.8,402.45
2004-08-29,403.45,410.4,399.5,405.1
2004-09-05,405.2,409.05,399.65,401.15
2004-09-12,401.45,407.7,391.85,401.35
2004-09-19,402.15,407.1,394.3,405.7
2004-09-26,406.5,413.45,402.2,409.45
2004-10-03,410.35,418.2,408.4,418.1
2004-10-10,418.1,423.25,410.3,421.75
2004-10-17,422.75,423.3,410.6,420.4
2004-10-24,420.8,426.1,415.6,424.1
2004-10-31,424.8,430.3,420.3,428.1
2004-11-07,429,433.7,416.9,433.2
2004-11-14,433.1,438.7,430.8,437.4
2004-11-21,437.4,448.2,435.6,446.6
2004-11-28,446,454.9,445.5,451.5
2004-12-05,451.5,456.5,446.7,455.6
2004-12-12,455.6,456,431.4,433.4
2004-12-19,433.8,442.5,433.8,440.5
2004-12-26,441.1,443.9,438.5,442.1
2005-01-02,442.2,445.2,433.3,437.9
2005-01-09,437.9,438,416.5,418.5
2005-01-16,418.6,427.6,418.5,422.5
2005-01-23,422.8,428.1,419.8,426.3
2005-01-30,426.8,427.8,420.8,425.9
2005-02-06,426,426,413.7,414
2005-02-13,414.3,421.8,410.3,420.6
2005-02-20,420.5,428.3,420.3,426.8
2005-02-27,426.8,436.4,425.8,434.5
2005-03-06,434.8,437.6,428.4,433.7
2005-03-13,433.9,447,431.9,445.5
2005-03-20,445.6,445.6,435.2,438.9
2005-03-27,438.9,438.9,424,424.3
2005-04-03,425,428.7,423.1,428
2005-04-10,425.8,428.2,422.3,426.4
2005-04-17,426.6,430.2,421.6,424.4
2005-04-24,424.5,435.4,422.9,433.7
2005-05-01,434.2,437.3,430.4,434.5
2005-05-08,434.5,434.6,423.6,425.8
2005-05-15,425.8,428.3,418.4,419.9
2005-05-22,420,422.9,416.3,417.3
2005-05-29,417.3,420.1,415.9,420
2005-06-05,420.1,424.6,413.5,423.4
2005-06-12,422.1,428,420.9,427
2005-06-19,426.6,439,423.8,437.7
2005-06-26,437.2,443.3,433.6,440
2005-07-03,439.5,440.1,426.5,426.8
2005-07-10,427.2,428.6,421.2,422.6
2005-07-17,422.6,427.2,417.7,420.8
2005-07-24,421.2,426.6,418.6,424.6
2005-07-31,424.6,430.5,421.5,429.7
2005-08-07,429.4,439.1,428.7,437
2005-08-14,436.9,449.49,432.6,446.4
2005-08-21,445.8,446.3,435.6,436.9
2005-08-28,435.8,440.6,435.5,437.1
2005-09-04,437.1,446.87,429,444.1
2005-09-11,444.1,449.7,442.6,448.7
2005-09-18,448.8,460.05,444.4,459.2
2005-09-25,459.2,475.2,458.1,463.4
2005-10-02,463.4,474.4,457.6,468.5
2005-10-09,468.7,475.7,462.9,474.4
2005-10-16,474.3,480.04,465.5,468.8
2005-10-23,469.1,475.3,459.6,466.7
2005-10-30,466.5,475.6,462.8,472.7
2005-11-06,472.7,472.9,454.8,455.85
2005-11-13,456.4,469.7,455.9,468.2
2005-11-20,468.2,488.6,466.2,485.3
2005-11-27,485.3,496.7,484.4,495.5
2005-12-04,495.5,506.3,490.5,502.9
2005-12-11,502.9,530.5,502.9,525.7
2005-12-18,526.4,540.9,492.8,502.6
2005-12-25,502.6,508.94,489.6,502.4
2006-01-01,502.5,517.7,502.4,516.5
2006-01-08,516.4,539.8,516.4,539.45
2006-01-15,539.2,557.5,535,555.5
2006-01-22,555.5,567.8,539,553
2006-01-29,553.2,566.4,550.9,558.75
2006-02-05,558.9,575.03,557.7,566.8
2006-02-12,567,573.6,544.73,549.9
2006-02-19,549.8,554.2,534.4,551.6
2006-02-26,552.3,559.2,546.7,558.4
2006-03-05,558.4,570.2,552.1,565.9
2006-03-12,564.9,568.1,533.7,539.8
2006-03-19,540.3,557.4,540,554
2006-03-26,553.5,560.9,544.2,559.85
2006-04-02,559.9,588.7,558.1,580.9
2006-04-09,582.73,598.04,581.3,587.8
2006-04-16,590.5,603.78,589.73,595.9
2006-04-23,599,645.63,599,635.23
2006-04-30,633.3,655.5,617.45,649.95
2006-05-07,653.55,684.55,651.3,682.1
2006-05-14,681.7,730,671.25,709.9
2006-05-21,713.9,719.85,650.9,658.33
2006-05-28,657,674.1,635.6,651.8
2006-06-04,650.8,664.8,618.55,635.3
2006-06-11,637.5,645.15,603.8,606.95
2006-06-18,605.25,611.2,542.4,581
2006-06-25,579,594.8,560.7,582.8
2006-07-02,583.3,615.5,576.8,614.1
2006-07-09,617.9,636.9,616.3,632.7
2006-07-16,628.9,667.6,620,666.5
2006-07-23,669.8,676,615.5,620
2006-07-30,618.2,641.4,601.9,634.4
2006-08-06,636.6,656.08,628.3,644.5
2006-08-13,644.9,655,625.98,632.61
2006-08-20,627.8,632.8,607,612
2006-08-27,614.4,629.5,613.2,622.75
2006-09-03,622.4,627.45,607.1,624.33
2006-09-10,625.4,640.1,605.8,610.1
2006-09-17,606.75,608,570.75,577.9
2006-09-24,582.7,592.4,572.2,588.5
2006-10-01,587.55,606.7,582,598.6
2006-10-08,598.5,603.65,559.4,572.95
2006-10-15,574.3,590,568.9,589.2
2006-10-22,592.5,602.3,585.9,592.2
2006-10-29,591.9,599.5,573.3,597.6
2006-11-05,598.4,628.98,597.8,627.1
2006-11-12,626.9,636.4,614.2,627.7
2006-11-19,628.15,632.45,614.6,621.3
2006-11-26,621.35,639.8,619.95,637.7
2006-12-03,638.6,649.35,632.85,645.75
2006-12-10,646.95,648.55,624.95,626.1
2006-12-17,624.4,630.83,614.1,615
2006-12-24,614.8,624.23,611.5,620.3
2006-12-31,623.59,636.4,622.5,635.7
2007-01-07,636.2,644.55,601.9,606.3
2007-01-14,607.9,627.25,604.3,625.9
2007-01-21,625.8,636.1,619.9,635
2007-01-28,635.25,654.2,631.7,644.4
2007-02-04,647.3,661,640.5,646.4
2007-02-11,648.2,668.3,645.8,667.3
2007-02-18,666.8,671.8,659.7,667.8
2007-02-25,668.2,687.8,655.6,681.7
2007-03-04,682.8,688.5,640.1,642.63
2007-03-11,642.83,657.55,632.6,647.9
2007-03-18,648.9,655,636.4,652
2007-03-25,653.7,666.48,651.6,657.1
2007-04-01,657.15,668.9,655.4,663.4
2007-04-08,664.35,675.03,656.5,673.83
2007-04-15,673.2,685.1,669.9,684.1
2007-04-22,686.7,693.5,678.7,692.3
2007-04-29,693.23,693.8,670.8,680.1
2007-05-06,680.85,689.9,667.4,686.7
2007-05-13,688.54,690.1,664.2,670.5
2007-05-20,671.3,674.75,654.8,661.1
2007-05-27,663,665.1,651.6,654.7
2007-06-03,655.4,671.4,651.95,670.9
2007-06-10,671,673.75,643.9,647.2
2007-06-17,649.2,655.48,643,655.05
2007-06-24,656,661.7,647.5,653
2007-07-01,653.6,653.7,639.8,649.7
2007-07-08,650.85,658.5,644.9,653.5
2007-07-15,656.2,669,653.7,666.3
2007-07-22,666.85,686.3,662.3,683.5
2007-07-29,683.6,687.05,656.8,660.15
2007-08-05,661.6,673.2,659.1,673.2
2007-08-12,674.8,676.55,658.2,671.5
2007-08-19,671.95,672,642,656.9
2007-08-26,656.45,668.4,653.2,667.7
2007-09-02,668.1,674.3,660.9,672.5
2007-09-09,672.4,706.4,671.3,700.7
2007-09-16,699.7,717,698.9,708.15
2007-09-23,706.6,739.5,706.3,732.1
2007-09-30,730.35,745.5,721.7,744.8
2007-10-07,743.4,747.65,720.8,741.5
2007-10-14,740.8,753.4,726.9,748.3
2007-10-21,748.2,770.9,747.4,765.3
2007-10-28,766.7,785.4,745.4,784.05
2007-11-04,789.3,808,776.6,804.9
2007-11-11,804.35,845.45,800.5,832.6
2007-11-18,828.78,830.55,782.6,786.4
2007-11-25,789.3,825.54,772.74,822.65
2007-12-02,825.33,836.69,779.08,784.46
2007-12-09,785.76,806.6,777,795.4
2007-12-16,795.52,816.85,788,792.72
2007-12-23,794.96,811.96,785.31,811.4
2007-12-30,810.1,839.72,807.9,839.03
2008-01-06,842.3,868.91,830,861.2
2008-01-13,861.9,897.8,855.1,895.82
2008-01-20,897.1,914.12,870.08,882.3
2008-01-27,881.28,923.44,849.1,909.88
2008-02-03,915.3,936.79,904.68,905.98
2008-02-10,908.9,920.12,884.6,918.58
2008-02-17,922.45,927,896.58,904.2
2008-02-24,903.2,953.8,899.8,943.2
2008-03-02,947.15,976,926.48,970.4
2008-03-09,976.3,992.38,958.7,971.54
2008-03-16,974.7,1006.4,960.99,998.9
2008-03-23,1004,1032.3,904.8,914.46
2008-03-30,912.95,954.8,906.1,931.53
2008-04-06,927.92,940.56,872.38,908.36
2008-04-13,914.8,939.52,902.8,924.93
2008-04-20,920.58,952.8,904.4,916.2
2008-04-27,917.9,928.6,877.74,888.9
2008-05-04,887.2,895.48,845.51,856.65
2008-05-11,860.9,889.54,859.95,886.3
2008-05-18,885.15,904.8,859.98,900.6
2008-05-25,904.8,935.15,900.6,925.29
2008-06-01,924.2,930.74,870.7,886.96
2008-06-08,886.85,899.16,864.7,895.7
2008-06-15,903.98,909.12,857.55,870.4
2008-06-22,871.4,907.78,866.45,901.13
2008-06-29,904.56,930.7,873.48,929.69
2008-07-06,927.75,946.41,918.84,932.6
2008-07-13,931.65,967.7,912.6,961.96
2008-07-20,963.85,987.9,950.1,954
2008-07-27,955.4,975.5,917.1,927.97
2008-08-03,928.24,933.1,894.45,909.64
2008-08-10,912.2,915.4,850.5,857.1
2008-08-17,861.5,865.4,772.55,785.28
2008-08-24,793.8,838.3,782.25,827.43
2008-08-31,822.6,843.97,806.65,830.25
2008-09-07,833.7,835.5,789.25,801
2008-09-14,810.55,817.7,735.9,760.22
2008-09-21,778.7,918.3,763.75,858.5
2008-09-28,878.18,910.12,862.48,884.2
2008-10-05,870.55,913.8,817.8,830.55
2008-10-12,830.45,931.6,824.5,840.28
2008-10-19,856.64,872.12,771.3,788.45
2008-10-26,785.9,809.55,681.45,733.42
2008-11-02,739.94,777.1,706.35,724.93
2008-11-09,729.3,765.45,721.6,733.64
2008-11-16,749.62,767,700.4,743.45
2008-11-23,739.86,799.7,730.7,795.3
2008-11-30,802.87,830.05,786.4,817.9
2008-12-07,816.26,816.61,741.8,755.83
2008-12-14,759.02,834.48,759.02,818.84
2008-12-21,827.1,879.2,822.05,839.36
2008-12-28,839.9,872.97,830.2,864.55
2009-01-04,877.1,889.68,856.58,876.34
2009-01-11,881.23,884.24,836.3,856.52
2009-01-18,852.03,853.7,802.84,839.28
2009-01-25,841.73,902.4,823.53,895.88
2009-02-01,897.3,929.34,874,928.08
2009-02-08,926.8,926.8,889.38,913.3
2009-02-15,906.13,951.68,890.55,939.76
2009-02-22,941.18,1006.1,936,997.37
2009-03-01,996.24,998.02,928.2,938.96
2009-03-08,948.99,958.12,905.04,940.1
2009-03-15,938.53,941.94,891.65,928.13
2009-03-22,925.78,966.9,883.74,952.94
2009-03-29,952.15,956.9,916.76,922.8
2009-04-05,923.9,931.84,895.1,895.91
2009-04-12,892.22,893.98,865.15,881.65
2009-04-19,884.34,899.7,865.16,866.59
2009-04-26,868.56,913.68,864.78,911.8
2009-05-03,916.3,918.1,879.9,885.5
2009-05-10,887,924.94,885.62,914.65
2009-05-17,915.68,933.96,908.62,928.3
2009-05-24,930.95,961.46,917.35,957.95
2009-05-31,957.05,980.17,941.21,975.92
2009-06-07,976.29,989.7,954.3,960.82
2009-06-14,953.39,965.17,936.96,939.5
2009-06-21,935.08,941.71,925.9,934.1
2009-06-28,933.65,948.24,913.3,940.05
2009-07-05,936.25,944.83,923.6,932
2009-07-12,929.8,931.78,904.95,913
2009-07-19,914.15,941.61,907.85,938.28
2009-07-26,937.48,957.27,937.48,952.25
2009-08-02,950.1,958.59,925.65,953.9
2009-08-09,952.86,971.4,951.01,954.9
2009-08-16,954.58,960.41,939.95,946.22
2009-08-23,947.28,957.7,930.22,953.08
2009-08-30,953.6,960.1,936.68,956.97
2009-09-06,954.6,997.19,943.68,991.78
2009-09-13,994.42,1011.4,983.02,1003.9
2009-09-20,1006.2,1024,992.26,1009.4
2009-09-27,1003.7,1019.3,985,990.91
2009-10-04,993.35,1009.7,985.07,1002.4
2009-10-11,1001.7,1061.3,1001,1046.8
2009-10-18,1052.9,1070.6,1043.1,1052.35
2009-10-25,1055,1067.8,1047.9,1055.9
2009-11-01,1053.1,1059.3,1027,1041
2009-11-08,1042.4,1100.3,1042.4,1093.8
2009-11-15,1097.4,1122.7,1095.8,1115.5
2009-11-22,1124.6,1152.1,1123,1148.3
2009-11-29,1158.2,1195.1,1137.4,1176.6
2009-12-06,1171.4,1226.2,1157,1159.5
2009-12-13,1157.6,1168.7,1109.4,1116
2009-12-20,1112.8,1141.5,1097,1108.5
2009-12-27,1115.1,1118.1,1074.5,1104.6
2010-01-03,1107.9,1113.6,1086.1,1096.6
2010-01-10,1095.2,1139.88,1094.2,1137
2010-01-17,1138.25,1160.95,1118.03,1130.25
2010-01-24,1130.83,1140.78,1081.43,1092.3
2010-01-31,1092.68,1103.38,1073.28,1080.05
2010-02-07,1080.38,1124.22,1043.72,1065.3
2010-02-14,1065.88,1096.78,1060.9,1092.55
2010-02-21,1092.03,1126.15,1090.83,1118.45
2010-02-28,1121.25,1130.18,1087.43,1116.85
2010-03-07,1118.6,1144.08,1111.22,1133.9
2010-03-14,1135.2,1136.83,1097.93,1100.85
2010-03-21,1102.8,1132.47,1100.45,1105.95
2010-03-28,1103.05,1108.78,1084.28,1106.47
2010-04-04,1110.9,1127.08,1100.83,1119.95
2010-04-11,1123.1,1163.83,1121.8,1160.95
2010-04-18,1162.45,1168.93,1129.13,1136.45
2010-04-25,1133.6,1157,1122.93,1156.8
2010-05-02,1156.25,1180.78,1145.72,1178.05
2010-05-09,1179.15,1212.53,1156.97,1207.1
2010-05-16,1205.35,1248.7,1183.4,1231.15
2010-05-23,1231.1,1241.3,1166.1,1176.13
2010-05-30,1177.35,1217.55,1176.65,1213.38
2010-06-06,1213.75,1227.95,1196,1218.85
2010-06-13,1218.88,1250.9,1209.93,1225.55
2010-06-20,1226.6,1261.43,1215.8,1255.88
2010-06-27,1258.82,1264.2,1224.2,1254.5
2010-07-04,1253.85,1261.53,1195.78,1210.45
2010-07-11,1212.1,1213.5,1184.2,1210.6
2010-07-18,1211.5,1217.05,1185.85,1192.1
2010-07-25,1193.1,1203.2,1174.9,1188.28
2010-08-01,1187.2,1193.53,1156.6,1180.3
2010-08-08,1181.15,1210,1173.55,1204.55
2010-08-15,1204.05,1216.7,1190.1,1214.6
2010-08-22,1213.7,1236.3,1213.45,1227.05
2010-08-29,1226.4,1243.53,1209.65,1237.15
2010-09-05,1236.3,1253.9,1230.7,1245.9
2010-09-12,1247.75,1261.25,1236.1,1245.65
2010-09-19,1245.2,1282.7,1240.45,1273.95
2010-09-26,1276.7,1299.65,1271.3,1296.2
2010-10-03,1297.1,1320,1282.5,1318.7
2010-10-10,1317.7,1364.5,1312.2,1342.8
2010-10-17,1347.9,1386.95,1340.25,1368.35
2010-10-24,1370.35,1374.75,1314.7,1328.25
2010-10-31,1328.75,1359.05,1319.05,1359.05
2010-11-07,1363.6,1397.95,1325.35,1393.3
2010-11-14,1396.7,1424.1,1360.1,1368.25
2010-11-21,1370,1376.45,1329.65,1353.2
